Clinical Skills Application,NUR-206-Z25,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z30,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z32,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,HOSP,111,LAB,8,0
Introduction to Philosophy,PHI-101-001,M W,2023 Summer 1,5/30/2023 - 6/28/2023,11:15 AM - 01:30 PM,Thornley,300,348,HYB,30,0
Introduction to Philosophy,PHI-101-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Introduction to Philosophy,PHI-101-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Ethics,PHI-110-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Ethics,PHI-110-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Physics I,PHY-201-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
Physics I,PHY-201-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
Physics II,PHY-202-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
Physics II,PHY-202-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
University Physics I,PHY-221-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
University Physics I,PHY-221-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
University Physics II,PHY-222-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
University Physics II,PHY-222-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,16,0
American Government,PSC-201-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W13,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W14,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W15,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W17,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W18,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W08,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W09,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W10,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Introduction to Religion,REL-101-001,M W,2023 Summer 1,5/30/2023 - 6/28/2023,11:15 AM - 01:30 PM,Thornley,500,206,HYB,30,0
Introduction to Religion,REL-101-W05,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Introduction to Sociology,SOC-101-W06,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Introduction to Sociology,SOC-101-W07,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Social Problems,SOC-205-W01,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Elementary Spanish I,SPA-101-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Elementary Spanish I,SPA-101-W04,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Elementary Spanish II,SPA-102-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Intermediate Spanish I,SPA-201-W01,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Intermediate Spanish I,SPA-201-W02,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Intermediate Spanish II,SPA-202-W01,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,26,0
Public Speaking,SPC-205-009,T TH,2023 Summer 1,5/30/2023 - 6/28/2023,09:00 AM - 11:30 AM,Off Site,,,SOM,26,0
Public Speaking,SPC-205-MP2,M W,2023 Summer 1,5/30/2023 - 6/28/2023,11:10 AM - 01:30 PM,Mt. Pleasant,9100,112,HYB,26,0
Interpersonal Communication,SPC-209-W05,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,31,0
Introduction to Theater,THE-101-W03,,2023 Summer 1,5/30/2023 - 6/28/2023,,Off Site,,,INT,30,0
Accounting Principles II,ACC-102-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Assembly and Rigging,ACM-150-002,M T W TH F,2023 Summer 2,7/20/2023 - 8/8/2023,04:00 PM - 05:25 PM,Thornley,1000,138,LEC,14,0
Assembly and Rigging,ACM-150-002,M T W TH F,2023 Summer 2,7/20/2023 - 8/8/2023,05:30 PM - 09:30 PM,Thornley,1000,142B,LAB,14,0
Utility and Warning Systems,ACM-160-001,M T W TH F,2023 Summer 2,7/11/2023 - 7/24/2023,08:00 AM - 01:30 PM,Thornley,1000,138,LEC,14,0
Landing Gear Systems,ACM-167-001,M T W TH F,2023 Summer 2,7/25/2023 - 8/8/2023,08:00 AM - 09:25 AM,Thornley,1000,138,LEC,14,0
Landing Gear Systems,ACM-167-001,M T W TH F,2023 Summer 2,7/25/2023 - 8/8/2023,09:30 AM - 01:30 PM,Thornley,1000,142B,LAB,14,0
Engine Installation,ACM-212-001,M T W TH F,2023 Summer 2,7/18/2023 - 7/27/2023,08:00 AM - 01:30 PM,Thornley,1000,140,LEC,14,0
Engine Inspection,ACM-226-001,M T W TH F,2023 Summer 2,7/28/2023 - 8/7/2023,08:00 AM - 09:25 AM,Thornley,1000,140,LEC,14,0
Engine Inspection,ACM-226-001,M T W TH F,2023 Summer 2,7/28/2023 - 8/7/2023,09:30 AM - 01:30 PM,Thornley,1000,142A,LAB,14,0
Propellers and Components,ACM-234-002,M T W TH F,2023 Summer 2,7/12/2023 - 8/7/2023,04:00 PM - 05:25 PM,Thornley,1000,140,LEC,14,0
Propellers and Components,ACM-234-002,M T W TH F,2023 Summer 2,7/12/2023 - 8/7/2023,05:30 PM - 09:30 PM,Thornley,1000,142A,LAB,14,0
Health Calculations,AHS-126-004,T,2023 Summer 2,7/10/2023 - 8/8/2023,10:00 AM - 11:35 AM,Thornley,970,108,HYB,50,0
Health Calculations,AHS-126-005,W,2023 Summer 2,7/10/2023 - 8/8/2023,09:00 AM - 10:35 AM,Thornley,970,334,HYB,50,0
Health Calculations II,AHS-129-003,W,2023 Summer 2,7/10/2023 - 8/8/2023,11:00 AM - 12:35 PM,Thornley,970,333,HYB,50,0
Health Calculations II,AHS-129-004,TH,2023 Summer 2,7/10/2023 - 8/8/2023,11:00 AM - 12:35 PM,Thornley,970,106,HYB,50,0
Health Calculations II,AHS-129-005,W,2023 Summer 2,7/10/2023 - 8/8/2023,09:00 AM - 10:35 AM,Thornley,970,333,HYB,50,0
Corrosion Control & Sealing,AMF-110-001,M T W TH F,2023 Summer 2,7/17/2023 - 7/27/2023,08:00 AM - 10:45 AM,Thornley,1000,132,LEC,14,0
Corrosion Control & Sealing,AMF-110-001,M T W TH F,2023 Summer 2,7/17/2023 - 7/27/2023,10:50 AM - 01:00 PM,Thornley,1000,163,LAB,14,0
Aircraft Fluid Lines,AMF-116-001,M T W TH F,2023 Summer 2,7/28/2023 - 8/8/2023,08:00 AM - 10:45 AM,Thornley,1000,132,LEC,14,0
Aircraft Fluid Lines,AMF-116-001,M T W TH F,2023 Summer 2,7/28/2023 - 8/8/2023,10:50 AM - 01:05 PM,Thornley,1000,142D,LAB,14,0
General Anthropology,ANT-101-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Keyboarding,AOT-105-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Art History and Appreciation,ART-101-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Art History and Appreciation,ART-101-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
History of Western Art,ART-108-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Solar System Astronomy,AST-101-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Solar System Astronomy,AST-101-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Stellar Astronomy,AST-102-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Stellar Astronomy,AST-102-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Ignition and Fuel Systems,AUT-149-001,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,05:30 PM - 07:10 PM,Thornley,800,811,LEC,20,0
Ignition and Fuel Systems,AUT-149-001,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,,Thornley,800,832,OL,20,0
Automatic Transmission,AUT-152-001,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 09:40 AM,Thornley,800,811,LEC,16,0
Automatic Transmission,AUT-152-001,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,,Thornley,800,832,OL,16,0
Aircraft Radar Systems,AVT-160-001,M T W TH F,2023 Summer 2,7/14/2023 - 8/2/2023,08:00 AM - 10:25 AM,Thornley,1000,134,LEC,12,0
Aircraft Radar Systems,AVT-160-001,M T W TH F,2023 Summer 2,7/14/2023 - 8/2/2023,10:30 AM - 01:30 PM,Thornley,1000,136,LAB,12,0
Avionics Program & Test Review,AVT-170-001,M T W TH F,2023 Summer 2,8/3/2023 - 8/7/2023,08:00 AM - 01:00 PM,Thornley,1000,134,LEC,12,0
Biological Science I,BIO-101-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Biological Science I,BIO-101-W07,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Biological Science I,BIO-101-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-002,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,01:00 PM - 03:20 PM,Thornley,630,227,LEC,24,0
Biological Science II,BIO-102-002,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,03:30 PM - 05:50 PM,Thornley,630,222,LAB,24,0
Biological Science II,BIO-102-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-W07,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Biological Science II,BIO-102-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Basic Anatomy and Physiology,BIO-112-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W09,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W10,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W11,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology I,BIO-210-W12,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-002,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,01:00 PM - 03:20 PM,Thornley,920,747,LEC,24,0
Anatomy and Physiology II,BIO-211-002,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,03:30 PM - 05:50 PM,Thornley,630,224,LAB,24,0
Anatomy and Physiology II,BIO-211-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W09,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W10,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W11,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Anatomy and Physiology II,BIO-211-W12,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-W09,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-W10,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-W11,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Microbiology,BIO-225-W12,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Introduction to Business,BUS-101-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Business Ethics,BUS-220-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
General Organic & Biochemistry,CHM-105-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry I,CHM-110-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry II,CHM-111-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry II,CHM-111-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
College Chemistry II,CHM-111-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Organic Chemistry I,CHM-211-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Organic Chemistry I,CHM-211-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Organic Chemistry II,CHM-212-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Organic Chemistry II,CHM-212-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Business of Nail Technology,COS-135-B01,M,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 02:14 PM,Berkeley,6100,158,LEC,10,0
Fundamentals of Nail Art,COS-137-B01,F,2023 Summer 2,7/10/2023 - 8/8/2023,02:01 PM - 03:38 PM,Berkeley,6100,158,LEC,10,0
Fundamentals of Nail Art,COS-137-B01,M,2023 Summer 2,7/10/2023 - 8/8/2023,02:44 PM - 04:21 PM,Berkeley,6100,158,LEC,10,0
Facial Treatments,COS-158-B01,M T W TH F,2023 Summer 2,7/10/2023 - 8/8/2023,08:30 AM - 12:00 PM,Berkeley,6100,151,LAB,16,0
Facial Practice I,COS-221-B01,M T W TH F,2023 Summer 2,7/10/2023 - 8/8/2023,12:41 PM - 04:21 PM,Berkeley,6100,151,LAB,16,0
Nail Practice I,COS-224-B01,F,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 11:07 AM,Berkeley,6100,158,LEC,10,0
Nail Practice I,COS-224-B01,T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 04:30 PM,Berkeley,6100,158,LAB,10,0
Nail Practice I,COS-224-B01,F,2023 Summer 2,7/10/2023 - 8/8/2023,11:37 AM - 02:00 PM,Berkeley,6100,158,LAB,10,0
Microcomputer Spreadsheets,CPT-174-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Information Systems Security,CPT-282-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,28,0
Microeconomics,ECO-211-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
AC Circuits II,EEM-120-001,M W,2023 Summer 2,7/10/2023 - 8/8/2023,06:00 PM - 08:20 PM,Thornley,920,614,LEC,12,0
AC Circuits II,EEM-120-001,M W,2023 Summer 2,7/10/2023 - 8/8/2023,08:30 PM - 10:35 PM,Thornley,920,614,LAB,12,0
National Electrical Code II,EEM-139-001,T,2023 Summer 2,7/10/2023 - 8/8/2023,06:00 PM - 09:05 PM,Thornley,920,815C,LEC,12,0
National Electrical Code II,EEM-139-001,M W,2023 Summer 2,7/10/2023 - 8/8/2023,06:00 PM - 10:15 PM,Thornley,920,815C,LAB,12,0
Comm./Industrial Wiring II,EEM-168-001,T TH,2023 Summer 2,7/10/2023 - 8/8/2023,12:30 PM - 02:50 PM,Thornley,920,624A,LEC,12,0
Comm./Industrial Wiring II,EEM-168-001,T TH,2023 Summer 2,7/10/2023 - 8/8/2023,03:00 PM - 05:05 PM,Thornley,920,624,LAB,12,0
Engineering Dynamics,EGR-262-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,25,0
Instrumentation Computer/PLCs,EIT-244-001,M W,2023 Summer 2,7/10/2023 - 8/8/2023,02:30 PM - 05:30 PM,Thornley,1000,101,HYB,15,0
English Composition I,ENG-101-W11,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,28,0
English Composition I,ENG-101-W12,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,28,0
English Composition II,ENG-102-W10,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,28,0
American Literature Survey,ENG-203-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
English Literature I,ENG-205-D02,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,11:00 AM - 01:30 PM,Dorchester,,,LEC,35,0
English Literature I,ENG-205-D03,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 10:30 AM,Dorchester,,,LEC,35,0
English Literature I,ENG-205-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Advanced Technical Comm,ENG-260-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Western Civilization to 1689,HIS-101-D02,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,08:00 AM - 10:30 AM,Dorchester,,,LEC,30,0
Western Civilization to 1689,HIS-101-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Western Civilization to 1689,HIS-101-W07,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Western Civilization Post 1689,HIS-102-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
World History I,HIS-104-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
World History II,HIS-105-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
American History to 1877,HIS-201-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
American History 1877 to Pres,HIS-202-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Hospitality Communications,HOS-132-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Restaurant Operations,HOS-146-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Hotel Management,HOS-150-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,25,0
Hospitality Service,HOS-157-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,24,0
Purchasing for Hospitality,HOS-160-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Convention Management,HOS-258-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,25,0
Food and Beverage Pairing,HOS-264-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,20,0
First Year Experience Seminar,IDS-109-W20,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W21,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W22,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W23,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
IT and Data Assurance I,IST-293-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,28,0
Intermediate Algebra,MAT-102-W20,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
College Algebra,MAT-110-W20,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
College Algebra,MAT-110-W21,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
College Trigonometry,MAT-111-D01,M T W TH,2023 Summer 2,7/10/2023 - 8/8/2023,12:00 PM - 02:30 PM,Dorchester,,,LEC,5,0
Probability and Statistics,MAT-120-W20,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Probability and Statistics,MAT-120-W21,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Probability and Statistics,MAT-120-W22,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Analytic Geometry Calculus II,MAT-141-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Organizational Behavior,MGT-255-W01,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Marketing,MKT-101-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,35,0
Music Appreciation,MUS-105-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Music Appreciation,MUS-105-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Clinical Skills Application,NUR-206-Z17,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z18,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z19,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z25,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z30,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
Clinical Skills Application,NUR-206-Z32,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,HOSP,111,LAB,8,0
OTA Clinical Introduction I,OTA-142-Z02,M T W TH F,2023 Summer 2,7/17/2023 - 7/21/2023,08:00 AM - 05:00 PM,Off Site,HOSP,OT101,LAB,25,0
Introduction to Philosophy,PHI-101-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Ethics,PHI-110-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Ethics,PHI-110-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Physics I,PHY-201-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Physics I,PHY-201-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Physics II,PHY-202-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
Physics II,PHY-202-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
University Physics I,PHY-221-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
University Physics I,PHY-221-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
University Physics II,PHY-222-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
University Physics II,PHY-222-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,16,0
American Government,PSC-201-W04,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
American Government,PSC-201-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W19,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W20,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W21,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W22,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
General Psychology,PSY-201-W23,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W11,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W12,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Human Growth and Development,PSY-203-W13,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Introduction to Religion,REL-101-002,T TH,2023 Summer 2,7/10/2023 - 8/8/2023,11:15 AM - 01:30 PM,Thornley,,,HYB,30,0
Introduction to Religion,REL-101-W06,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Introduction to Sociology,SOC-101-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Marriage and the Family,SOC-102-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,30,0
Introduction to Spanish,SPA-100-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,26,0
Elementary Spanish I,SPA-101-W05,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,26,0
Elementary Spanish II,SPA-102-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,26,0
Intermediate Spanish II,SPA-202-W02,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,26,0
Intermediate Spanish II,SPA-202-W03,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,26,0
Public Speaking,SPC-205-010,T TH,2023 Summer 2,7/10/2023 - 8/8/2023,09:00 AM - 11:30 AM,Off Site,,,SOM,26,0
Interpersonal Communication,SPC-209-W07,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,31,0
Interpersonal Communication,SPC-209-W08,,2023 Summer 2,7/10/2023 - 8/8/2023,,Off Site,,,INT,31,0
Accounting Principles I,ACC-101-W03,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Accounting Concepts,ACC-111-W02,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Organizational Accounting,ACC-112-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
Payroll Accounting,ACC-150-W01,,2023 Summer Full,5/30/2023 - 8/7/2023,,Off Site,,,INT,35,0
