First Year Experience Seminar,IDS-109-W06,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W07,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W08,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W09,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
First Year Experience Seminar,IDS-109-W10,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
Fund. of Industrial Technology,IMT-106-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 09:50 PM,Thornley,920,825,LEC,15,0
Fund. of Industrial Technology,IMT-106-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 07:05 PM,Thornley,920,825A,LEC,15,0
Fund. of Industrial Technology,IMT-106-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:10 PM - 09:55 PM,Thornley,920,827A,LAB,15,0
Hydraulics,IMT-132-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 08:05 PM,Thornley,920,829,LEC,15,0
Hydraulics - Lab,IMT-132L-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 09:55 PM,Thornley,920,827,LAB,15,0
Hydraulics - Lab,IMT-132L-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:10 PM - 09:55 PM,Thornley,920,827,LAB,15,0
Implementing Windows Directory,IST-165-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Network Fundamentals,IST-166-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Thornley,920,601,LEC,24,0
Network Fundamentals,IST-166-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Network Fundamentals,IST-166-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Network Fundamentals,IST-166-W03,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
LINUX Essentials,IST-190-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:30 AM - 11:00 AM,Thornley,920,601,HYB,24,0
LINUX Essentials,IST-190-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
LINUX Essentials,IST-190-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
LINUX Essentials,IST-190-W03,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
LINUX Network Applications,IST-192-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,24,0
Cloud Essentials,IST-198-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Cisco Internetworking Concepts,IST-201-003,M W,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 09:00 PM,Off Site,,,SOM,24,0
Advanced Cisco Router Config,IST-203-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Thornley,920,606,LEC,24,0
Datum and JavaScript,IST-239-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,25,0
LAN Service and Support,IST-253-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,24,0
Computer Forensics,IST-268-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Computer Forensics,IST-268-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Relational Database,IST-272-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,25,0
Fund of Network Security I,IST-291-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
IT and Data Assurance I,IST-293-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
IT and Data Assurance II,IST-294-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,28,0
Introduction to Journalism,JOU-101-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,24,0
Supply Chain Management,LOG-215-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Audio Techniques I,MAP-101-003,M W,2023 Spring 1,1/9/2023 - 2/28/2023,04:30 PM - 07:25 PM,Thornley,950,256,HYB,15,0
Editing I,MAP-110-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,04:30 PM - 07:25 PM,Thornley,950,260,HYB,15,0
Media Graphics I,MAP-112-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:55 AM,Thornley,950,260,HYB,15,0
Media Arts Photography,MAP-126-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 03:55 PM,Thornley,950,251,HYB,20,0
Lighting Fundamentals,MAP-130-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:55 AM,Thornley,950,257,HYB,18,0
Writing for Media Production,MAP-140-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 03:55 PM,Thornley,950,256,HYB,18,0
Introduction to Animation,MAP-190-002,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 08:55 PM,Thornley,920,740A,HYB,15,0
3D Modeling,MAP-191-002,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:55 AM,Thornley,920,740A,HYB,15,0
3D Modeling,MAP-191-003,M W,2023 Spring 1,1/9/2023 - 2/28/2023,04:30 PM - 07:25 PM,Thornley,920,740A,HYB,15,0
Studio Production II,MAP-250-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,04:30 PM - 05:24 PM,Thornley,950,244,LEC,18,0
Studio Production II,MAP-250-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,05:25 PM - 06:55 PM,Thornley,950,244,LAB,18,0
Studio Production II,MAP-250-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:05 PM - 07:59 PM,Thornley,950,244,LEC,18,0
Studio Production II,MAP-250-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:00 PM - 09:30 PM,Thornley,950,244,LAB,18,0
Media Arts Business Procedures,MAP-265-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,10:30 AM - 11:55 AM,Thornley,950,251,HYB,18,0
Beginning Algebra,MAT-101-002,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 12:50 PM,Thornley,,,ISP,10,0
Beginning Algebra,MAT-101-003,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,06:15 PM - 09:15 PM,Thornley,,,ISP,10,0
Beginning Algebra,MAT-101-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Beginning Algebra,MAT-101-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Intermediate Algebra,MAT-102-002,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 12:50 PM,Thornley,,,ISP,10,0
Intermediate Algebra,MAT-102-003,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,06:15 PM - 09:15 PM,Thornley,,,ISP,10,0
Intermediate Algebra,MAT-102-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Intermediate Algebra,MAT-102-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
College Algebra,MAT-110-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:50 AM,Thornley,,,LEC,30,0
College Algebra,MAT-110-002,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 12:50 PM,Thornley,,,LEC,30,0
College Algebra,MAT-110-003,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 02:50 PM,Off Site,,,SOM,35,0
College Algebra,MAT-110-004,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,06:15 PM - 09:15 PM,Thornley,,,LEC,30,0
College Algebra,MAT-110-MP1,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 12:50 PM,Mt. Pleasant,9100,107,LEC,35,0
College Algebra,MAT-110-P01,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:00 AM - 11:00 AM,Palmer,8100,148,LEC,30,0
College Algebra,MAT-110-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
College Algebra,MAT-110-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
College Algebra,MAT-110-W03,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
College Trigonometry,MAT-111-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:50 AM,Thornley,,,LEC,30,0
Analytical Foundation for Calc,MAT-115-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:40 AM,Thornley,,,LEC,30,0
Analytical Foundation for Calc,MAT-115-002,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,05:00 PM - 08:55 PM,Thornley,,,LEC,30,0
Probability and Statistics,MAT-120-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:50 AM,Thornley,,,LEC,30,0
Probability and Statistics,MAT-120-002,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 12:50 PM,Thornley,,,LEC,30,0
Probability and Statistics,MAT-120-003,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 02:50 PM,Off Site,,,SOM,35,0
Probability and Statistics,MAT-120-004,M W,2023 Spring 1,1/9/2023 - 2/28/2023,06:15 PM - 09:15 PM,Thornley,,,LEC,30,0
Probability and Statistics,MAT-120-008,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 02:50 PM,Off Site,,,SOM,35,0
Probability and Statistics,MAT-120-B01,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Berkeley,,,LEC,30,0
Probability and Statistics,MAT-120-D01,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Dorchester,,,LEC,30,0
Probability and Statistics,MAT-120-MP1,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 02:50 PM,Mt. Pleasant,9100,107,LEC,30,0
Probability and Statistics,MAT-120-P01,M W,2023 Spring 1,1/9/2023 - 2/28/2023,08:00 AM - 11:00 AM,Palmer,8100,148,LEC,0,0
Probability and Statistics,MAT-120-P02,M W,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Palmer,8100,148,LEC,0,0
Analytic Geometry & Calculus I,MAT-140-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,11:00 AM - 01:40 PM,Thornley,,,LEC,30,0
Contemporary Mathematics,MAT-155-001,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 02:30 PM,Thornley,,,ISP,20,0
Analytic Geometry & Calc III,MAT-240-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:40 AM,Thornley,,,LEC,30,0
Medical Assisting Clinical I,MED-151-001,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,08:00 AM - 04:00 PM,Thornley,630,236,HYB,30,0
Med Assisting Clinical I - Lab,MED-151L-Z01,M W F,2023 Spring 1,1/9/2023 - 2/28/2023,08:00 AM - 04:00 PM,Off Site,HOSP,MA101,LAB,10,0
Principles of Management,MGT-101-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,03:00 PM - 04:30 PM,Thornley,200,145,HYB,35,0
Principles of Management,MGT-101-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Principles of Management,MGT-101-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Small Business Management,MGT-120-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Human Resource Management,MGT-201-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Employee Selection & Retention,MGT-210-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Management Decision Making,MGT-240-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Organizational Behavior,MGT-255-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Managerial Communication,MGT-270-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 07:30 PM,Thornley,200,144,HYB,35,0
Managerial Communication,MGT-270-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Managerial Communication,MGT-270-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Marketing,MKT-101-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 01:00 PM,Thornley,200,144,HYB,35,0
Marketing,MKT-101-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Marketing,MKT-101-W04,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Customer Service Principles,MKT-130-001,TH,2023 Spring 1,1/9/2023 - 2/28/2023,06:00 PM - 07:30 PM,Thornley,200,144,HYB,35,0
E-Marketing,MKT-140-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,03:00 PM - 04:30 PM,Off Site,,,SOM,0,0
Advertising,MKT-240-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Promotional Strategies,MKT-245-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,35,0
Intro to Medical Lab Tech,MLT-101-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,11:30 AM - 01:00 PM,Off Site,,,SOM,20,0
Intro to Med. Lab Tech - Lab,MLT-101L-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:40 AM,Thornley,920,793B,LAB,8,0
Intro to Med. Lab Tech - Lab,MLT-101L-002,TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:40 AM,Thornley,920,793B,LAB,8,0
Intro to Med. Lab Tech - Lab,MLT-101L-003,F,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:40 AM,Thornley,920,793B,LAB,8,0
Hematology I,MLT-109-001,M W,2023 Spring 1,1/9/2023 - 2/28/2023,01:30 PM - 03:00 PM,Off Site,,,SOM,20,0
Hematology I - Lab,MLT-109L-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 03:40 PM,Thornley,920,793A,LAB,8,0
Hematology I - Lab,MLT-109L-002,TH,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 03:40 PM,Thornley,920,793A,LAB,8,0
Hematology I - Lab,MLT-109L-003,F,2023 Spring 1,1/9/2023 - 2/28/2023,01:00 PM - 03:40 PM,Thornley,920,793A,LAB,7,0
Clincial Applications I,MLT-271-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:55 AM,Thornley,920,802,LEC,20,0
Clinical Applications I - Lab,MLT-271Z-001,T W TH F,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:30 PM,Off Site,HOSP,ML101,LAB,20,0
Clinical Applications II,MLT-272-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:55 AM,Thornley,920,802,LEC,20,0
Clinical Applications II - Lab,MLT-272Z-001,T W TH F,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:30 PM,Off Site,HOSP,ML102,LAB,20,0
Clinical Applications III,MLT-273-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:55 AM,Thornley,920,802,LEC,20,0
Clinical Applications III Lab,MLT-273Z-001,T W TH F,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:30 PM,Off Site,HOSP,ML103,LAB,20,0
Clinical Applications IV,MLT-274-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 10:55 AM,Thornley,920,802,LEC,20,0
Clinical Applications IV - Lab,MLT-274Z-001,T W TH F,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:30 PM,Off Site,HOSP,ML104,LAB,20,0
Introduction to Machine Tool,MTT-101-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,12:00 PM - 01:29 PM,Thornley,1000,234,HYB,15,0
Introduction to Machine Tool,MTT-101-001,W TH,2023 Spring 1,1/9/2023 - 2/28/2023,03:40 PM - 04:40 PM,Thornley,800,825,LAB,15,0
Introduction to Machine Tool,MTT-101-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,04:10 PM - 05:10 PM,Thornley,800,825,LAB,15,0
Introduction to Machine Tool,MTT-101-002,M,2023 Spring 1,1/9/2023 - 2/28/2023,05:30 PM - 06:59 PM,Thornley,1000,234,HYB,15,0
Introduction to Machine Tool,MTT-101-002,W TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:10 PM - 10:10 PM,Thornley,800,825,LAB,15,0
Introduction to Machine Tool,MTT-101-002,T,2023 Spring 1,1/9/2023 - 2/28/2023,09:40 PM - 10:40 PM,Thornley,800,825,LAB,15,0
Music Appreciation,MUS-105-B01,T TH,2023 Spring 1,1/9/2023 - 2/28/2023,09:45 AM - 11:10 AM,Berkeley,6100,140,HYB,30,0
Music Appreciation,MUS-105-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
Music Appreciation,MUS-105-W02,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
Music Appreciation,MUS-105-W03,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,30,0
Pre-Nursing,NUR-100-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 09:45 AM,Thornley,970,215,HYB,20,0
Pre-Nursing,NUR-100-002,T,2023 Spring 1,1/9/2023 - 2/28/2023,10:00 AM - 11:15 AM,Thornley,970,215,HYB,20,0
Basic Nursing Care Skills,NUR-102-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:30 AM - 12:30 PM,Thornley,970,106,HYB,150,0
Basic Nursing Care Skills,NUR-102-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:30 AM - 12:30 PM,Thornley,970,107,HYB,150,0
Basic Nursing Care Skills,NUR-102-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:30 AM - 12:30 PM,Thornley,970,108,HYB,150,0
Basic Nur Care Skills I-Lab,NUR-102L-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-002,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-003,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-004,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-005,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-006,M,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-007,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-008,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-009,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-010,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-011,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-012,T,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-013,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-014,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-015,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-016,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-017,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Lab,NUR-102L-018,TH,2023 Spring 1,1/9/2023 - 2/28/2023,08:30 AM - 03:00 PM,Thornley,970,228,LAB,10,0
Basic Nur Care Skills I-Sem,NUR-102S-W01,,2023 Spring 1,1/9/2023 - 2/28/2023,,Off Site,,,INT,25,0
Pharmacology for Nurses,NUR-105-001,,2023 Spring 1,1/9/2023 - 2/28/2023,,Thornley,,,OL,20,0
Pharmacology for Nurses,NUR-105-002,,2023 Spring 1,1/9/2023 - 2/28/2023,,Thornley,,,OL,20,0
Health Promotion Families I,NUR-158-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,09:30 AM - 11:10 AM,Thornley,970,108,HYB,100,0
Health Promotion for Fam I - S,NUR-158S-001,T,2023 Spring 1,1/9/2023 - 2/28/2023,01:30 PM - 03:00 PM,Thornley,970,316,HYB,25,0
Health Promotion for Fam I - S,NUR-158S-002,T,2023 Spring 1,1/9/2023 - 2/28/2023,01:30 PM - 03:00 PM,Thornley,970,318,HYB,25,0
Health Promotion for Fam I - S,NUR-158S-003,T,2023 Spring 1,1/9/2023 - 2/28/2023,01:30 PM - 03:00 PM,Thornley,970,327,HYB,25,0
Health Promotion for Fam I,NUR-158C-Z01,M,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z02,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z03,M,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z04,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z05,M,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z06,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z07,M,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z08,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z09,M,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Health Promotion for Fam I,NUR-158C-Z10,W,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Basic Concepts of Pharmacology,NUR-161-001,,2023 Spring 1,1/9/2023 - 2/28/2023,,Thornley,,,OL,20,0
Basic Concepts of Pharmacology,NUR-161-002,,2023 Spring 1,1/9/2023 - 2/28/2023,,Thornley,,,OL,20,0
Basic Concepts of Pharmacology,NUR-161-003,,2023 Spring 1,1/9/2023 - 2/28/2023,,Thornley,,,OL,20,0
Patient-Centered Nursing Care,NUR-195-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,10:00 AM - 12:25 PM,Thornley,970,107,HYB,50,0
Patient-Centered Nursing Care,NUR-195-001,M,2023 Spring 1,1/9/2023 - 2/28/2023,10:00 AM - 12:15 PM,Thornley,970,108,HYB,50,0
Patient-Centered Nursing -Sem,NUR-195S-001,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:15 AM,Thornley,970,228,HYB,25,0
Patient-Centered Nursing -Sem,NUR-195S-002,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:15 AM,Thornley,970,228,HYB,25,0
Patient-Centered Nursing -Sem,NUR-195S-003,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:15 AM,Thornley,970,228,HYB,25,0
Patient-Centered Nursing -Sem,NUR-195S-004,W,2023 Spring 1,1/9/2023 - 2/28/2023,09:00 AM - 11:15 AM,Thornley,970,228,HYB,25,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z01,T,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z02,T,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z03,T,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z04,T,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z05,TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z06,TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z07,TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z08,TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z09,T,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,111,LAB,8,0
Patient-Cent. Nur. I Clinical,NUR-195C-Z10,TH,2023 Spring 1,1/9/2023 - 2/28/2023,07:00 AM - 03:45 PM,Off Site,HOSP,112,LAB,8,0
